Olympia Heights,25.718082
Coral Gables,25.720089
Coral Gables,25.732251
Olympia Heights,25.733677
Olympia Heights,25.735353
Miami,25.7392
Coral Gables,25.752648
Coral Gables,25.755582
Miami,25.755926
Miami,25.757382
Miami,25.762563
Miami,25.762779
Miami,25.762852
Miami,25.766391
Miami,25.767197
Miami,25.773523
Miami,25.775612
Miami,25.776255
Miami,25.782547
Carl Fisher,25.785179
Miami,25.786385
Miami,25.786712
Miami,25.787678
Miami,25.7911
Miami,25.812966
Miami,25.814079
Miami,25.814344
Miami,25.815648
Miami Springs,25.817473
Miami,25.819505
Hialeah,25.832536
Miami Shores,25.850208
Miami,25.850675
Miami,25.851214
North Bay Villag,25.852384
Hialeah,25.859351
Hialeah,25.865395
Bal Harbour,25.879094
Ochopee,25.87998
Hialeah,25.880262
Miami,25.885605
Miami,25.890232
North Miami,25.893806
Hialeah,25.896349
North Miami Beac,25.896548
Opa Locka,25.909662
Brownsville,25.922103
North Miami Beac,25.92807
Brownsville,25.933743
North Miami Beac,25.936086
Hialeah,25.938841
Marco Island,25.939568
Carol City,25.944076
Miami,25.944083
Carol City,25.946906
Miami,25.957095
Ojus,25.961902
Hallandale,25.985019
Miramar,25.987516
Hollywood,25.992061
Hollywood,25.997449
Hollywood,26.007011
Pembroke Pines,26.01375
Hollywood,26.016091
Hollywood,26.021836
Hollywood,26.022927
Pembroke Pines,26.024273
Hollywood,26.024804
Naples,26.027721
Davie,26.044366
Dania,26.047557
Davie,26.054436
Davie,26.055479
Davie,26.060708
Davie,26.068199
Port Isabel,26.08764
Bayview,26.091068
Fort Lauderdale,26.096819
Fort Lauderdale,26.097291
Fort Lauderdale,26.098885
Hidalgo,26.102832
Fort Lauderdale,26.104193
Davie,26.10862
South Padre Isla,26.111105
Naples,26.113096
Plantation,26.113536
Plantation,26.113639
Davie,26.114338
Fort Lauderdale,26.117586
Fort Lauderdale,26.121561
San Benito,26.133659
Oakland Park,26.137908
Fort Lauderdale,26.142104
City Of Sunrise,26.151145
Mercedes,26.15133
Sunrise,26.151923
Oakland Park,26.153115
Sunrise,26.164641
Oakland Park,26.165091
La Feria,26.166556
Donna,26.167138
Weslaco,26.169444
Naples,26.171391
Pharr,26.177053
Mcallen,26.177115
Tamarac,26.177148
Tamarac,26.181153
Oakland Park,26.181514
Fort Lauderdale,26.181698
Harlingen,26.183069
Oakland Park,26.187883
Alamo,26.190578
Naples,26.191612
Harlingen,26.195142
Naples,26.201578
San Juan,26.204375
Naples,26.211253
Tamarac,26.212072
Mcallen,26.21544
Pompano Beach,26.216021
Pompano Beach,26.228817
Pompano Beach,26.231529
Rio Hondo,26.233855
Pompano Beach,26.234314
Alton,26.24153
Pompano Beach,26.243515
Margate,26.249221
Margate,26.254237
Santa Rosa,26.255508
Mcallen,26.255645
Naples,26.263499
Coral Springs,26.271403
Sullivan City,26.27197
Lighthouse Point,26.278698
Pompano Beach,26.291902
Grulla,26.293714
Pompano Beach,26.299693
Monte Alto,26.304208
Edinburg,26.304221
North Coral Spri,26.305134
Deerfield Beach,26.309556
Deerfield Beach,26.312365
Garciasville,26.312894
Boca Raton,26.344605
Sebastian,26.34524
Boca Raton,26.34619
Boca Raton,26.346409
Bonita Springs,26.348035
Boca Raton,26.348099
Boca Raton,26.379929
Boca Raton,26.383909
Boca Raton,26.390693
Rio Grande City,26.394194
Boca Raton,26.402975
Lyford,26.408926
Highland Beach,26.409142
Immokalee,26.409794
Roma,26.421545
Hargill,26.433812
Estero,26.435052
Sanibel,26.4514
Delray Beach,26.451717
Fort Myers Beach,26.451952
Delray Beach,26.454272
Delray Beach,26.45457
Delray Beach,26.456359
Delray Beach,26.456445
Raymondville,26.479243
San Perlita,26.483156
Fort Myers,26.49722
Fort Myers,26.502518
Boynton Beach,26.51747
Fort Myers,26.522808
Village Of Golf,26.526862
Saint James City,26.529012
Briny Breezes,26.529161
Boynton Beach,26.531187
Linn,26.542054
College Parkway,26.554159
Port Mansfield,26.555237
Fort Myers,26.568057
Cape Coral Centr,26.56971
Lantana,26.576766
Cape Coral Centr,26.57746
Lehigh Acres,26.602252
Greenacres,26.609609
Lake Worth,26.610366
Lehigh Acres,26.615302
Lake Worth,26.618207
Fort Myers,26.620403
Lake Worth,26.62316
Cape Coral Centr,26.628881
Cape Coral Centr,26.630893
Fort Myers,26.646595
Glen Ridge,26.655582
Haverhill,26.655722
Delmita,26.656571
West Palm Beach,26.662707
Bokeelia,26.662726
West Palm Beach,26.669968
South Bay,26.670126
West Palm Beach,26.67616
Tice,26.676472
Fort Myers,26.678138
Cape Coral Centr,26.680276
Belle Glade,26.684289
Royal Palm Beach,26.700539
Fort Myers,26.707947
Haverhill,26.713006
Haverhill,26.713218
West Palm Beach,26.713956
Alva,26.714657
Clewiston,26.717171
Palm Beach,26.72065
San Isidro,26.721404
Labelle,26.732093
Santa Elena,26.73364
Loxahatchee,26.738295
Armstrong,26.738706
West Palm Beach,26.749154
Captiva,26.750541
Riviera Beach,26.781343
Lake Park,26.803187
West Palm Beach,26.805526
Pahokee,26.814199
Placida,26.819301
Punta Gorda,26.823981
North Palm Beach,26.828854
Moore Haven,26.832749
Palm Beach Garde,26.838977
Palm Beach Garde,26.844373
Canal Point,26.859279
Zapata,26.88966
Placida,26.90039
Guerra,26.912753
Punta Gorda,26.915163
Jupiter,26.921242
Jupiter,26.921701
Encino,26.924862
Grove City,26.92504
Jupiter,26.933938
Port Charlotte,26.937925
Tequesta,26.966066
Englewood,26.966743
Punta Gorda,26.966751
El Jobean,26.97608
Port Charlotte,26.98268
Port Charlotte,26.983969
Port Charlotte,26.990475
Port Charlotte,27.004008
Punta Gorda,27.007398
Port Charlotte,27.022815
North Port,27.047839
South Venice,27.053022
Indiantown,27.061461
San Ygnacio,27.062523
Hobe Sound,27.081306
Venice,27.093312
Mid Venice,27.103245
Venus,27.13463
Nokomis,27.138398
Stuart,27.139817
Sarita,27.149622
Palm City,27.165646
Osprey,27.18384
Arcadia,27.18996
Stuart,27.192857
Stuart,27.196834
Okeechobee,27.200224
Falfurrias,27.22416
Jensen Beach,27.235568
Sarasota Square,27.243834
Port Saint Lucie,27.260595
Port Saint Lucie,27.262506
Port Saint Lucie,27.265476
Crescent Beach,27.266025
South Trail,27.26757
Sarasota,27.282179
Sarasota,27.286614
Port Saint Lucie,27.288895
Lake Placid,27.294474
Hebbronville,27.2997
Port Saint Lucie,27.309444
Sarasota,27.311137
Basinger,27.311532
Forest Lakes,27.320056
Port Saint Lucie,27.32148
Riviera,27.321735
Port Saint Lucie,27.323233
Sarasota,27.32765
Sarasota,27.331588
Sarasota,27.336915
Premont,27.354444
Myakka City,27.364764
Meadows Village,27.365355
Sarasota,27.367162
Whitney Beach,27.38669
Fort Pierce,27.389594
Fort Pierce,27.390764
Fort Pierce,27.404882
Sarasota,27.407235
Ona,27.412657
Lorida,27.414952
Realitos,27.416283
Bruni,27.435329
Fort Pierce,27.438233
College Plaza,27.439663
Braden River,27.444871
Mirando City,27.445038
Fort Pierce,27.448567
Fort Pierce,27.449281
Bradenton,27.454393
Braden River,27.46521
Sebring,27.470289
Cortez,27.472686
Zolfo Springs,27.480042
Westgate,27.480896
Rio Bravo,27.481537
Braden River,27.485881
Palma Sola,27.487909
Sebring,27.492391
Fort Pierce,27.50077
Kingsville Naval,27.507418
Bradenton Beach,27.515149
Laredo,27.515538
Ellenton,27.53818
Fort Pierce,27.539097
Palmetto,27.542946
Concepcion,27.544266
Wauchula,27.551742
Laredo,27.556933
Parrish,27.557162
Vero Beach,27.588486
Bishop,27.588564
Vero Beach,27.59993
Avon Park,27.600085
Duette,27.627738
Vero Beach,27.632985
Vero Beach,27.637214
Indian River Sho,27.653623
Corpus Christi,27.668531
Corpus Christi,27.677016
Corpus Christi,27.691041
Corpus Christi,27.692502
Tierra Verde,27.694792
Vero Beach,27.697223
Wimauma,27.701497
Ruskin,27.701501
Corpus Christi,27.70608
Sun City Center,27.714711
Frostproof,27.721058
Corpus Christi,27.726204
Corpus Christi,27.728964
Corpus Christi,27.731139
Saint Petersburg,27.735336
Saint Petersburg,27.739113
Alice,27.743171
Saint Petersburg,27.745606
Fort Meade,27.746356
Saint Petersburg,27.74649
Corpus Christi,27.753593
Saint Petersburg,27.75487
Fellsmere,27.764273
San Diego,27.76535
Corpus Christi,27.768329
Corpus Christi,27.768412
Apollo Beach,27.771553
Saint Petersburg,27.772318
Corpus Christi,27.776234
Saint Petersburg,27.789015
Saint Petersburg,27.789798
Sebastian,27.790082
Corpus Christi,27.794086
Corpus Christi,27.794477
Corpus Christi,27.79515
Saint Petersburg,27.795435
Robstown,27.798395
Corpus Christi,27.804195
Corpus Christi,27.814555
Madeira Beach,27.816529
Saint Petersburg,27.816957
Kenneth City,27.817427
Saint Petersburg,27.817621
Corpus Christi,27.82621
Lithia,27.829349
Babson Park,27.831698
Pinellas Park,27.840313
Gibsonton,27.841059
Saint Petersburg,27.842712
Seminole,27.844571
Riverview,27.844952
Corpus Christi,27.84585
Largo,27.851549
Largo,27.852906
Pinellas Park,27.860742
Tampa,27.865916
Ingleside,27.868238
Saint Petersburg,27.873764
Tampa,27.87418
Kenansville,27.876698
Barefoot Bay,27.878146
Freer,27.879984
Largo,27.880334
Largo,27.883597
Largo,27.884391
Tampa,27.891422
Portland,27.893547
Bartow,27.895664
Airport,27.896713
Mulberry,27.90202
Lake Wales,27.903734
Brandon,27.905649
Largo,27.907547
Aransas Pass,27.909498
Valrico,27.912435
Clearwater,27.913981
Belleair Bluffs,27.915835
Belleair Beach,27.917605
Tampa,27.92102
Tampa,27.933828
Clearwater,27.93595
Tampa,27.93824
Odem,27.940306
Tampa,27.942456
Clearwater,27.945624
Orange Grove,27.948659
Brandon,27.955112
Tampa,27.961381
Tampa,27.962538
Southside,27.966284
Tampa,27.967078
Palm Bay,27.96936
Southside,27.969534
Clearwater,27.973063
Plant City,27.976167
Clearwater,27.976503
Taft,27.976517
Eagle Lake,27.978661
Palm Bay,27.981636
Clearwater,27.984526
Tampa,27.984534
Clearwater,27.986241
Dover,27.991975
Seffner,27.992199
Cypress Gardens,27.994901
Tampa,27.995125
Eloise,27.999296
Clearwater,28.002734
Tampa,28.006783
Tampa,28.008057
Tampa,28.00914
Plant City,28.009448
Safety Harbor,28.009608
Lakeland,28.014045
Palm Bay,28.014605
Palm Bay,28.016849
Tampa,28.017312
Dundee,28.019412
Melbourne Beach,28.021923
Dunedin,28.028382
Clearwater,28.02961
Tampa,28.03013
Rockport,28.030778
Tampa,28.03377
Sinton,28.033895
Lakeland,28.038134
Tampa,28.038358
Winter Haven,28.045219
Oldsmar,28.046035
Tampa,28.050187
Tampa,28.050932
Encinal,28.051329
Thonotosassa,28.061747
Palm Harbor,28.066248
Melbourne,28.069132
Tampa,28.069465
Plant City,28.069855
Sandia,28.070879
Lakeland,28.072006
Auburndale,28.072443
Tampa,28.072551
Melbourne Villag,28.073177
Lake Tarpon,28.073963
Carrollwood,28.075875
Tampa,28.077184
Carrollwood,28.077194
Mathis,28.080208
Lake Alfred,28.089483
Grenelefe,28.095073
Palm Harbor,28.096725
Bayside,28.096758
Indialantic,28.109059
Tampa,28.114698
Lakeland,28.123356
Poinciana,28.124786
Saint Cloud,28.129295
Lutz,28.136688
Eau Gallie,28.136822
Melbourne,28.138385
Tarpon Springs,28.138465
Port O Connor,28.140032
Odessa,28.142072
Tynan,28.169341
Indian Harbor Be,28.178571
Saint Cloud,28.190518
Holiday,28.191273
Holiday,28.191336
Davenport,28.196265
Kissimmee,28.198436
Polk City,28.19867
Kathleen,28.205224
Melbourne,28.206136
Wesley Chapel,28.210365
New Port Richey,28.212898
Woodsboro,28.223222
Fulton,28.223448
Land O Lakes,28.225849
Skidmore,28.230577
Zephyrhills,28.231063
New Port Richey,28.232574
Zephyrhills,28.24096
New Port Richey,28.244398
Saint Cloud,28.247992
Patrick A F B,28.259896
Zephyrhills,28.263664
Kissimmee,28.26796
Saint Cloud,28.27301
Port Richey,28.301148
New Port Richey,28.302201
Kissimmee,28.305056
Kissimmee,28.307807
Rockledge,28.313441
Refugio,28.316944
George West,28.320388
Merritt Island,28.328607
Buena Ventura La,28.329656
Cocoa Beach,28.332451
San Antonio,28.337139
Hudson,28.350634
Hudson,28.364763
Cocoa,28.367183
Lake Buena Vista,28.369378
Orlando,28.377428
Ridge Manor,28.386912
Cape Canaveral,28.39034
Cocoa,28.390987
Merritt Island,28.391234
Orlando,28.393157
Orlando,28.394861
Orlando,28.395724
Shady Hills,28.405084
Seadrift,28.410113
Calliham,28.417682
Tilden,28.419755
Beeville,28.422246
Orlando,28.43168
Asherton,28.436421
Cotulla,28.439837
Tivoli,28.440122
Orlando,28.460842
Pine Castle,28.461916
Oakville,28.464402
Spring Hill,28.46551
Sand Lake,28.467258
Port Saint John,28.46844
Three Rivers,28.475646
Spring Hill,28.477611
Spring Hill,28.479696
Orlando,28.484877
Orlando,28.487102
Orlando,28.488229
Fowlerton,28.488666
Kennedy Space Ce,28.498821
Orlando,28.49981
Windermere,28.50061
Ventura,28.504765
Spring Hill,28.506546
Ridge Manor West,28.511167
Orlando,28.513958
Orlo Vista,28.516082
Carrizo Springs,28.52779
Orlando,28.528885
Orlando,28.5302
Union Park,28.531797
Orlando,28.539882
Winter Garden,28.542321
Azalea Park,28.544924
Christmas,28.546244
Brooksville,28.546558
Orlando,28.546865
Orlando,28.552297
Clermont,28.552541
Orlando,28.555897
Groveland,28.564445
Brooksville,28.565805
Big Wells,28.569344
Titusville,28.569712
Naval Training C,28.570467
Fairvilla,28.576547
Ridge Manor Esta,28.577492
Union Park,28.578256
Orlando,28.580147
Pine Hills,28.580463
Orlando,28.582601
Ocoee,28.583685
Union Park,28.590251
Montverde,28.597153
Winter Park,28.597824
Port Lavaca,28.601135
Aloma,28.60779
Wadsworth,28.614288
Lockhart,28.622183
Titusville,28.627078
Eatonville,28.631284
Whitsett,28.637316
Chuluota,28.640634
Fern Park,28.651161
Oviedo,28.651256
Bushnell,28.661062
Casselberry,28.661671
Hunt Club,28.661865
Brooksville,28.662244
Altamonte Spring,28.662728
Center Hill,28.663484
Forest City,28.664983
Dilley,28.678201
Winter Springs,28.683097
Crystal City,28.686953
Bloomington,28.68898
Mims,28.697383
Goliad,28.699257
Eagle Pass,28.702786
Springs Plaza,28.703978
Astatula,28.708754
Howey In The Hil,28.709818
Apopka,28.711976
Longwood,28.711994
Palacios,28.71504
Zellwood,28.71944
Okahumpka,28.737257
Yalaha,28.744443
Geneva,28.750299
Heathrow,28.752352
Sanford,28.764385
Matagorda,28.764926
Campbellton,28.76699
Lolita,28.772449
Mc Coy,28.792661
Mount Dora,28.792787
Lake Panasoffkee,28.795261
Tavares,28.801027
Sanford,28.801307
Sorrento,28.803519
Kenedy,28.804584
Leesburg,28.807965
Victoria,28.808953
Elmaton,28.83209
Osteen,28.842617
Wildwood,28.845353
Haines Creek,28.85744
Eustis,28.857686
Fruitland Park,28.863949
Charlotte,28.864871
Blessing,28.864947
Victoria,28.867482
Oak Hill,28.869985
Karnes City,28.882757
Debary,28.884573
Grand Island,28.886552
Runge,28.887556
Pearsall,28.892317
Deltona,28.898897
Inez,28.899416
Jourdanton,28.902985
Deltona,28.909311
Nordheim,28.914225
Meyersville,28.922921
Batesville,28.928648
Lady Lake,28.929939
Dona Vista,28.931443
Midfield,28.936166
Spofford,28.942688
Hobson,28.944499
Orange City,28.945291
Edgewater,28.945481
La Pryor,28.948848
Edna,28.952714
Markham,28.954701
Sargent,28.96183
Quintana,28.96968
Weirsdale,28.978182
Lake Helen,28.980567
Falls City,28.981413
Edgewater,28.981801
Yorktown,28.989191
Pleasanton,28.992368
Paisley,28.999323
Van Vleck,29.013879
New Smyrna Beach,29.017196
Ecleto,29.020128
Altoona,29.021935
Brazoria,29.023642
New Smyrna Beach,29.024672
Deland,29.02659
Ganado,29.03084
Clute,29.032502
Moore,29.035377
Lake Jackson,29.039275
Sweeny,29.041508
Deland,29.04225
Gillett,29.051353
Bigfoot,29.053073
Westhoff,29.054983
Poth,29.06191
Ocklawaha,29.064308
Danevang,29.066969
Cuero,29.090969
Poteet,29.099405
Port Orange,29.1124
De Leon Springs,29.116592
Port Orange,29.122456
Yancey,29.140398
West Columbia,29.140823
Big Bend Nationa,29.147657
Louise,29.14908
Devine,29.152078
Dunlawton,29.152526
Astor,29.165031
Floresville,29.169338
Cedar Key,29.171006
San Antonio,29.173345
Pledger,29.179208
Angleton,29.181049
El Campo,29.200776
Daytona Beach,29.201168
Somerset,29.211561
Natalia,29.211669
Uvalde,29.217238
Daytona Beach,29.221874
Pierson,29.222596
Danbury,29.229082
Galveston,29.229638
Grand Isle,29.22973
Elmendorf,29.230793
Stockdale,29.231907
Holly Hill,29.236006
Lytle,29.236568
Boling,29.252874
Venice,29.261812
Smiley,29.265529
Atascosa,29.270501
Von Ormy,29.274979
Galveston,29.276584
Sutherland Sprin,29.277831
Salt Springs,29.279554
Morriston,29.28126
Ormond Beach,29.283305
Yoakum,29.283954
Knippa,29.291119
Galveston,29.298272
Damon,29.301381
Nixon,29.301649
Anthony,29.304785
La Coste,29.308178
Brackettville,29.30963
Liverpool,29.311457
Terlingua,29.31648
Seville,29.320084
Wharton,29.320488
Ormond Beach,29.322192
Sabinal,29.326668
San Antonio,29.330913
Guy,29.332676
San Antonio,29.337432
D Hanis,29.3398
Hitchcock,29.339835
Buras,29.341056
Brooks A F B,29.341733
San Antonio,29.346015
San Antonio,29.350905
La Vernia,29.350905
Castroville,29.35532
Dunlay,29.356065
Wrightsboro,29.357772
San Antonio,29.357869
San Antonio,29.358366
Dulac,29.359814
San Antonio,29.36143
San Antonio,29.364115
La Marque,29.3676
Alta Loma,29.371854
Laughlin A F B,29.373881
Reddick,29.375352
Arcadia,29.380259
Adkins,29.380542
Golden Meadow,29.382054
San Antonio,29.383113
San Antonio,29.387497
Texas City,29.389097
Citra,29.39182
Kelly A F B,29.392432
San Antonio,29.393001
Wilford Hall U S,29.394267
Leesville,29.396142
Texas City,29.396984
San Antonio,29.397718
Williston,29.397737
San Antonio,29.400217
San Antonio,29.402687
Georgetown,29.403315
San Antonio,29.410641
Needville,29.41165
Alvin,29.41195
San Antonio,29.414799
San Antonio,29.418927
Rosharon,29.420329
San Antonio,29.420758
Bebe,29.422211
San Antonio,29.422855
San Antonio,29.423711
San Antonio,29.427462
Shiner,29.428038
Galliano,29.431125
Cost,29.432098
Saint Hedwig,29.435284
San Antonio,29.440039
San Antonio,29.441338
Hallettsville,29.442609
Crescent City,29.445438
Kirby,29.448794
Theriot,29.451587
Bunnell,29.45616
San Antonio,29.458937
San Antonio,29.459743
Crystal Beach,29.459788
San Antonio,29.459923
Bronson,29.460952
Olmos Park,29.461181
Fort Sam Houston,29.461961
Chauvin,29.463401
San Leon,29.466033
Balcones Heights,29.468525
Manvel,29.469381
Port Sulphur,29.470011
East Bernard,29.470458
Montegut,29.474366
Flagler Beach,29.474978
Garwood,29.476001
Leon Valley,29.476833
Beasley,29.479045
San Antonio,29.479264
Chiefland,29.483243
Horseshoe Beach,29.48689
Alamo Heights,29.488623
Riomedina,29.490395
San Antonio,29.496852
Pomona Park,29.502106
San Antonio,29.504228
San Antonio,29.505394
Bacliff,29.505506
Gonzales,29.50857
Castle Hills,29.513406
Windcrest,29.515686
League City,29.517281
Converse,29.517331
San Antonio,29.518896
Friendswood,29.522399
Cut Off,29.523188
Concan,29.524057
Micanopy,29.526029
Fresno,29.52931
Randolph A F B,29.53021
San Antonio,29.533387
San Antonio,29.539525
Pearland,29.540479
San Antonio,29.540738
San Antonio,29.54091
Clear Lake Shore,29.543823
Bourg,29.548489
Rosenberg,29.549727
Randolph A F B,29.551608
Live Oak,29.554741
Webster,29.55641
Palm Coast,29.556515
Presidio,29.557302
Satsuma,29.559354
Archer,29.559738
Houma,29.560137
San Antonio,29.561245
Seguin,29.561316
Pearland,29.561656
Lafitte,29.562194
Selma,29.568159
Marion,29.56835
Moulton,29.569992
Missouri City,29.570434
Shavano Park,29.571434
Houston,29.572084
El Lago,29.572895
Hawthorne,29.573998
Houston,29.574787
Cibolo,29.574971
Wetmore,29.577604
Sugar Land,29.578537
Hollywood Park,29.582833
Eagle Lake,29.584236
San Mateo,29.588827
San Antonio,29.58936
Mico,29.59105
Grey Forest,29.592203
Clodine,29.593226
Houston,29.593978
Houma,29.59433
Houston,29.596156
Missouri City,29.596206
Utopia,29.597197
Houston,29.597493
Lockport,29.603493
Pasadena,29.6055
Mc Queeney,29.605655
Gainesville,29.613204
San Antonio,29.616946
Houston,29.621787
Houston,29.622276
Stafford,29.622816
Old Town,29.624558
Houston,29.625443
Trenton,29.626375
Interlachen,29.627001
San Antonio,29.628331
Houston,29.629717
Houma,29.629887
Lakehills,29.631513
Houston,29.632097
Sugar Land,29.634153
Houston,29.636395
San Antonio,29.636875
Wallis,29.63968
Gainesville,29.644148
Garden Ridge,29.644226
Gainesville,29.645029
Tarpley,29.645494
Gainesville,29.645618
San Antonio,29.64953
Pasadena,29.650133
Gainesville,29.651484
Pasadena,29.651753
Houston,29.651833
Houston,29.651838
San Antonio,29.65624
Palatka,29.657748
Houston,29.65792
Houston,29.658144
Rio Frio,29.658295
South Houston,29.660097
Shoreacres,29.660098
Amelia,29.66046
East Palatka,29.660861
Newberry,29.660906
Gibson,29.662522
Houston,29.665221
Harwood,29.666108
Houston,29.668566
Houston,29.670869
Houston,29.672205
Kingsbury,29.672566
Braithwaite,29.673563
Steinhatchee,29.673871
Gainesville,29.678458
Weimar,29.678707
Pasadena,29.678945
Camp Wood,29.679491
Mathews,29.681982
Deer Park,29.682571
Luling,29.682621
Houston,29.685209
Houston,29.686301
Waelder,29.6868
Houston,29.687579
Pasadena,29.687696
Schulenburg,29.688247
Houston,29.688897
Houston,29.689601
Gray,29.69034
Houston,29.694709
Canyon Lake,29.694733
Houston,29.69538
Gainesville,29.695393
Patterson,29.69671
Houston,29.698447
Berwick,29.698786
Houston,29.699026
Gainesville,29.70053
Pasadena,29.70087
Bellaire,29.702313
San Antonio,29.702578
Columbus,29.703247
V A Hospital,29.70372
Hastings,29.705147
San Antonio,29.705463
Gheens,29.707591
Barksdale,29.708488
Flatonia,29.709493
Houston,29.711926
Schriever,29.712276
Houston,29.71491
Raceland,29.717835
Houston,29.717856
Barataria,29.717859
Fulshear,29.721698
Earleton,29.722159
Houston,29.722283
Morgan City,29.723937
Houston,29.724179
Houston,29.724687
Apalachicola,29.725465
Bandera,29.72755
Canyon Lake,29.72939
Melrose,29.732456
Houston,29.73279
Saint George Isl,29.733906
Houston,29.734843
Houston,29.734987
Galena Park,29.739204
Houston,29.739571
Houston,29.740446
Houston,29.740899
Vanderpool,29.741779
Houston,29.741992
Houston,29.74217
Houston,29.744584
Alleyton,29.745286
Baytown,29.746063
Houston,29.747656
Comstock,29.74842
Houston,29.748903
Park Row,29.750893
Cat Spring,29.751204
Houston,29.75125
Houston,29.751651
Florahome,29.758105
Houston,29.759366
Jacinto City,29.760326
Park Row,29.767632
Leakey,29.768951
Houston,29.76958
Baytown,29.770482
Houston,29.770536
Houston,29.773603
Houston,29.773759
Houston,29.775759
Sisterdale,29.77774
Wetmore,29.780175
Monroe City,29.780987
Sealy,29.782632
Bell,29.78373
Houston,29.784169
Houston,29.785287
Franklin,29.785656
Waldo,29.787096
Grand Chenier,29.787535
Elkton,29.788243
Medina,29.790689
Channelview,29.791438
Martindale,29.793328
Houston,29.793558
Santa Fe,29.796996
Houston,29.797064
Houston,29.797168
Keystone Heights,29.797579
Creole,29.797813
Houston,29.799096
Thibodaux,29.799213
Muldoon,29.799305
Park Row,29.804876
Houston,29.805181
Brookshire,29.807168
New Ulm,29.814248
Winnie,29.815676
Houston,29.815854
Park Row,29.819922
Des Allemands,29.821993
Houston,29.823471
Salem,29.823815
Houston,29.827166
Saint Augustine,29.828514
Highlands,29.829599
Houston,29.829657
Houston,29.829862
Houston,29.832391
Labadieville,29.834458
Belle Chasse,29.834514
Port Saint Joe,29.83539
Bergheim,29.839873
High Springs,29.841022
Houston,29.844022
Ellinger,29.845915
Baldwin,29.848784
Houston,29.849724
Houston,29.853448
Hampton,29.857511
Houston,29.857855
Houston,29.85801
Wallisville,29.859096
Marrero,29.859756
Houston,29.860187
Saint Bernard,29.861093
Houston,29.861661
Houston,29.863485
Cameron,29.86492
Hamshire,29.866769
Carrabelle,29.869205
Canyon Lake,29.870984
Harvey,29.872535
Hankamer,29.87524
San Marcos,29.875359
Paradis,29.877033
Maxwell,29.878628
Jersey Village,29.879613
Saint Augustine,29.880457
Houston,29.881694
Port Acres,29.882557
Cypress,29.883633
Lockhart,29.886759
Fayetteville,29.886789
Houston,29.889161
Terrytown,29.892652
Houston,29.894115
Boutte,29.897319
Houston,29.901456
Jeanerette,29.90324
La Grange,29.903978
Violet,29.904347
Saint Augustine,29.905726
Houston,29.906731
Gretna,29.910806
Bridge City,29.914386
New Orleans,29.916811
Houston,29.918981
Brooker,29.919028
Houston,29.91956
Fort White,29.92073
Port Arthur,29.92119
Houston,29.922667
Spring Branch,29.923815
Rosanky,29.924122
Luling,29.925116
Napoleonville,29.92884
New Orleans,29.928863
Houston,29.931933
New Orleans,29.932438
Houston,29.933462
Meraux,29.933494
Houston,29.93676
Barrett,29.937812
New Orleans,29.937934
Branford,29.939472
Camp Verde,29.939658
New Orleans,29.940511
Kendalia,29.940619
Ama,29.943494
Groves,29.944779
Chalmette,29.946611
Delcambre,29.947414
Saint Augustine,29.947511
New Orleans,29.950352
Humble,29.950697
New Orleans,29.951225
Erath,29.952237
West Point,29.95235
